name,address,tax_id,incorporation_date,phone,email,company_type,status,field_of_business,hosocongty_url,masothue_url,scraping_time
CÔNG TY TNHH TƯ VẤN ĐẦU TƯ ATRIX CAPITAL VIỆT NAM,"Lầu 7, Tòa nhà Việt Nga, 23 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312474936,24/09/2013,01223969313,,,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-tu-van-dau-tu-atrix-capital-viet-nam-com-104.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-dau-tu-atrix-capital-viet-nam-mst-0312474936.html,2024-08-10 21:27:18
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG SONG HƯNG,"44/8 Lũy Bán Bích, Phường Tân Thới Hoà, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312474911,25/09/2013,0983377662,,,,Xây dựng nhà để ở,https://hosocongty.vn/cong-ty-tnhh-dau-tu-xay-dung-song-hung-com-105.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-xay-dung-song-hung-mst-0312474911.html,2024-08-10 21:27:27
CÔNG TY TNHH XÂY DỰNG DỊCH VỤ THƯƠNG MẠI THẾ LONG,"31/11 KP6, Đường Tân Thới Nhất 2, phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312474904,24/09/2013,0908291763,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-xay-dung-dich-vu-thuong-mai-the-long-com-106.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xay-dung-dich-vu-thuong-mai-the-long-mst-0312474904.html,2024-08-10 21:27:35
CÔNG TY TNHH THƯƠNG MẠI HÀO BÀNG (NTNN),"Số 170, Đường Thống Nhất, Khu phố Hiệp Thắng, Phường Bình Thắng, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",0312474735,24/09/2013,,,,,"Quán rượu, bia, quầy bar",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-hao-bang--ntnn--com-107.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-hao-bang-ntnn-mst-0312474735.html,2024-08-10 21:27:38
CÔNG TY TNHH NĂNG LƯỢNG XANH PHÚ LÂM,"156 đường số 7A, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312474728,24/09/2013,0862602028,,,,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm rạ và vật liệu tết bện",https://hosocongty.vn/cong-ty-tnhh-nang-luong-xanh-phu-lam-com-108.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-nang-luong-xanh-phu-lam-mst-0312474728.html,2024-08-10 21:27:42
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI LẠC AN,"400/8 Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312475305,24/09/2013,,,,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-san-xuat-va-thuong-mai-lac-an-com-86.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-va-thuong-mai-lac-an-mst-0312475305.html,2024-08-10 21:27:45
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ ĐIỆN TỬ THỊNH AN,"42/2A, Đường 12, khu phố 3, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312475295,24/09/2013,0862949066,,Công ty cổ phần,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-co-phan-thuong-mai-va-dich-vu-dien-tu-thinh-an-com-87.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-thuong-mai-va-dich-vu-dien-tu-thinh-an-mst-0312475295.html,2024-08-10 21:27:57
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ANH TÚ,"27/1 đường số 2, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312475288,24/09/2013,01672930333,,,,Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng,https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-anh-tu-com-88.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-anh-tu-mst-0312475288.html,2024-08-10 21:28:01
CÔNG TY TNHH MỘT THÀNH VIÊN ĐẠI BÁCH GIA,"Số 249 Đại lộ Bình Dương, Tổ 22, Khu phố 2, Phường Phú Thọ, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",0312475263,24/09/2013,0918588311,,Công ty TNHH một thành viên,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-dai-bach-gia-com-89.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-dai-bach-gia-mst-0312475263.html,2024-08-10 21:28:05
CÔNG TY TNHH SAIGONDEER,"Lô I13 đường số 4, KCN Hải Sơn (GĐ 3 4), ấp Bình Tiền 2, Xã Đức Hòa Hạ, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",0312475256,24/09/2013,0837516472,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-saigondeer-com-90.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-saigondeer-mst-0312475256.html,2024-08-10 21:28:13
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ TRUYỀN THÔNG BRANDON,"2/3-5 Hàm Nghi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475249,24/09/2013,,,Công ty cổ phần,,Quảng cáo,https://hosocongty.vn/cong-ty-co-phan-thuong-mai-dich-vu-va-truyen-thong-brandon-com-91.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-thuong-mai-dich-vu-va-truyen-thong-brandon-ntnn-mst-0312475249.html,2024-08-10 21:28:20
CÔNG TY TNHH THẾ GIỚI GAME,"80 Nguyễn Sơn, Phường Phú Thọ Hoà, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312475231,24/09/2013,,,,,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-the-gioi-game-com-92.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-the-gioi-game-mst-0312475231.html,2024-08-10 21:28:24
CÔNG TY TNHH MỘT THÀNH VIÊN NHÀ HÀNG CÀ PHÊ MỘT CỘNG TÁM,"319 Trần Hưng Đạo, Phường 10, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",0312475224,24/09/2013,,,Công ty TNHH một thành viên,,Dịch vụ phục vụ đồ uống,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-nha-hang-ca-phe-mot-cong-tam-com-93.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-nha-hang-ca-phe-mot-cong-tam-mst-0312475224.html,2024-08-10 21:28:31
CÔNG TY TNHH KHỞI AN,"2/6 Đào Duy Từ, Phường 17, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312475217,24/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-khoi-an-com-94.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-khoi-an-mst-0312475217.html,2024-08-10 21:28:49
CÔNG TY TNHH MỘT THÀNH VIÊN NỮ TRANG TÂM HUỲNH,"Sạp 18, Chợ Trần Nhân Tôn, Số 1 Bis Đường Hòa Hảo, Phường 02, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312475182,24/09/2013,,,Công ty TNHH một thành viên,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-nu-trang-tam-huynh-com-95.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-nu-trang-tam-huynh-mst-0312475182.html,2024-08-10 21:28:51
CÔNG TY TNHH MỘT THÀNH VIÊN KINH DOANH VÀNG BẠC KIM HÀ,"Sạp 40, Chợ Trần Nhân Tôn, Số 1 Bis Đường Hòa Hảo, Phường 02, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312475175,24/09/2013,,,Công ty TNHH một thành viên,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-kinh-doanh-vang-bac-kim-ha-com-96.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-kinh-doanh-vang-bac-kim-ha-mst-0312475175.html,2024-08-10 21:28:55
CÔNG TY TNHH MODERNO,"Số 41-43 đường D1, khu dân cư Him Lam, , Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312475432,24/09/2013,02854104159,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-moderno-com-74.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-moderno-mst-0312475432.html,2024-08-10 21:29:11
CÔNG TY TNHH THƯƠNG MẠI TÂN SONG PHÚC,"146 Lê Thúc Hoạch, Phường Tân Quý, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312475425,24/09/2013,,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-tan-song-phuc-com-75.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-tan-song-phuc-mst-0312475425.html,2024-08-10 21:29:17
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU VIỆT HUY,"29/29 Yên Thế, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312475418,24/09/2013,0838488263,,,,Chuyển phát,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-viet-huy-com-76.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-viet-huy-mst-0312475418.html,2024-08-10 21:29:27
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VĂN PHÒNG PHẨM ANT,"15B/62 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475400,24/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-van-phong-pham-ant-com-77.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-van-phong-pham-ant-mst-0312475400.html,2024-08-10 21:29:35
CÔNG TY TNHH VIỆT XÔ SÀI GÒN,"Lầu 11, Phòng 06C, Cao ốc SCREC, 974 A Trường Sa, Phường 12, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312475390,24/09/2013,0862657039,,,,Bán buôn đồ uống,https://hosocongty.vn/cong-ty-tnhh-viet-xo-sai-gon-com-78.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-viet-xo-sai-gon-mst-0312475390.html,2024-08-10 21:29:40
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN HUỲNH LÊ Á CHÂU,"Phòng 14-08 Lầu 14, Tòa nhà Vincom, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475383,24/09/2013,0862690690,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-tu-van-huynh-le-a-chau-com-79.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-tu-van-huynh-le-a-chau-mst-0312475383.html,2024-08-10 21:29:43
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ BÁCH TẤN,"Lầu 1, Tòa nhà Hoa Lâm, Số 02 Thi Sách, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475376,24/09/2013,,,,,In ấn,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-bach-tan-com-80.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-bach-tan-mst-0312475376.html,2024-08-10 21:29:47
CÔNG TY TNHH THỜI TRANG KHẢI PHÁT,"529/9 Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312475369,24/09/2013,,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-thoi-trang-khai-phat-com-81.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thoi-trang-khai-phat-mst-0312475369.html,2024-08-10 21:30:03
CÔNG TY TNHH GÓC NHÌN XANH,"48/6C ấp 5, Xã Xuân Thới Sơn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312475351,25/09/2013,0909050534,,,,Dịch vụ hỗ trợ giáo dục,https://hosocongty.vn/cong-ty-tnhh-goc-nhin-xanh-com-82.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-goc-nhin-xanh-mst-0312475351.html,2024-08-10 21:30:07
CÔNG TY TNHH KIẾN TRÚC - XÂY DỰNG MET,"Số 58 Đường số 3, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312475344,25/09/2013,0968070668,,,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-kien-truc-xay-dung-met-com-83.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-kien-truc-xay-dung-met-mst-0312475344.html,2024-08-10 21:30:11
CÔNG TY TNHH DỊCH VỤ SẢN XUẤT STARFISH,"5B34/1 ấp 5, Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312475337,24/09/2013,(08)542836677,,,,Sản xuất giày dép,https://hosocongty.vn/cong-ty-tnhh-dich-vu-san-xuat-starfish-com-84.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-san-xuat-starfish-mst-0312475337.html,2024-08-10 21:30:19
CÔNG TY TNHH HÓA CHẤT HOÀNG VIỆT,"95A đường Tân Thới Hiệp 21, khu phố 2, phường Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312475552,25/09/2013,0908277371,,Công ty TNHH hai thành viên trở lên,Đang hoạt động,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-hoa-chat-hoang-viet-com-63.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-hoa-chat-hoang-viet-mst-0312475552.html,2024-08-10 21:30:26
CÔNG TY TRÁCH NHIỆM HỮU HẠN KINH DOANH THÉP HOÀNG GIA,"350/76/6 Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312475545,24/09/2013,,,,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-kinh-doanh-thep-hoang-gia-com-64.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-kinh-doanh-thep-hoang-gia-mst-0312475545.html,2024-08-10 21:30:30
CÔNG TY TNHH BẢO LONG VINA,"120/8 Hương Lộ 14, Phường Hiệp Tân, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312475538,24/09/2013,0862547958,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-bao-long-vina-com-65.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-bao-long-vina-mst-0312475538.html,2024-08-10 21:30:37
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ HOANGTECH,"Số 10/5 đường 22, tổ 3, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312475520,24/09/2013,0916830579/0906830579,,Công ty TNHH một thành viên,,Hoạt động nhiếp ảnh,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-hoangtech-com-66.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-hoangtech-mst-0312475520.html,2024-08-10 21:30:43
CÔNG TY TNHH THƯƠNG MẠI VÀ KỸ THUẬT ĐỨC TIẾN PHÁT,"Số 19 Lô 16, Đường Lưu Quý Kỳ, Phường 10, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",0312475513,24/09/2013,,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-va-ky-thuat-duc-tien-phat-com-67.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-va-ky-thuat-duc-tien-phat-mst-0312475513.html,2024-08-10 21:30:44
CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ HSC,"29A Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475506,24/09/2013,0338372568-0915708,,,,Tư vấn máy vi tính và quản trị hệ thống máy vi tính,https://hosocongty.vn/cong-ty-tnhh-dau-tu-cong-nghe-hsc-com-68.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-cong-nghe-hsc-mst-0312475506.html,2024-08-10 21:30:48
CÔNG TY TNHH TƯ VẤN AB QUỐC TẾ,"76A Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312475496,24/09/2013,0838273674,,,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-tu-van-ab-quoc-te-com-69.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-ab-quoc-te-mst-0312475496.html,2024-08-10 21:31:14
CÔNG TY TNHH DỆT MAY THỔ CẨM QUẢNG VIỆT,"809/14 Trần Hưng Đạo, Phường 01, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",0312475489,24/09/2013,0919844832-0985636,,,,Sản xuất vải dệt thoi,https://hosocongty.vn/cong-ty-tnhh-det-may-tho-cam-quang-viet-com-70.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-det-may-tho-cam-quang-viet-mst-0312475489.html,2024-08-10 21:31:21
DOANH NGHIỆP TƯ NHÂN VƯƠNG KIM MỸ,"D15/35K, tổ 6, ấp 4B, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312475471,24/09/2013,01668893025,,Doanh nghiệp tư nhân,,Sản xuất sản phẩm từ plastic,https://hosocongty.vn/doanh-nghiep-tu-nhan-vuong-kim-my-com-71.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-vuong-kim-my-mst-0312475471.html,2024-08-10 21:31:33
CÔNG TY TNHH SẢN XUẤT KINH DOANH NGỌC NHƯ,"520/54 Quốc lộ 13, Khu phố 6, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312475464,25/09/2013,0903803080,,,,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",https://hosocongty.vn/cong-ty-tnhh-san-xuat-kinh-doanh-ngoc-nhu-com-72.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-kinh-doanh-ngoc-nhu-mst-0312475464.html,2024-08-10 21:31:42
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI YẾN SÀO ĐÔNG NAM Á,"Số 9 Nguyễn Duy Dương, Phường 08, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",0312473354,23/09/2013,0918796488,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-yen-sao-dong-nam-a-com-169.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-yen-sao-dong-nam-a-mst-0312473354.html,2024-08-10 21:31:57
CÔNG TY TNHH DỊCH VỤ DU LỊCH LÝ HẢI,"114/16/20 Đường số 8, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312473347,23/09/2013,,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-dich-vu-du-lich-ly-hai-com-170.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-du-lich-ly-hai-mst-0312473347.html,2024-08-10 21:32:01
CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT DỊCH VỤ ĐẦU TƯ NGỌC AN,"Số 1 Đường 32, Khu phố 4, Phường Hiệp Bình Chánh, Quận Thủ Đức (Hết hiệu lực), Thành phố Hồ Chí Minh, Việt Nam",0312473227,23/09/2013,0913122912,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-san-xuat-dich-vu-dau-tu-ngoc-an-com-181.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-san-xuat-dich-vu-dau-tu-ngoc-an-mst-0312473227.html,2024-08-10 21:32:05
CÔNG TY CỔ PHẦN ACE FILMS,"140/3 Lý Chính Thắng, Phường 07, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312472939,23/09/2013,0908281743,,Công ty cổ phần,,"Hoạt động sáng tác, nghệ thuật và giải trí",https://hosocongty.vn/cong-ty-co-phan-ace-films-com-193.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-ace-films-mst-0312472939.html,2024-08-10 21:32:08
CÔNG TY TNHH THANH LONG VINA JIN,"Tầng 1, Tòa nhà Packsimex, Số 52 Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312472921,23/09/2013,01695495319,,,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-tnhh-thanh-long-vina-jin-com-194.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thanh-long-vina-jin-mst-0312472921.html,2024-08-10 21:32:12
CÔNG TY TNHH HOÀNG BẢO TRÂN,"11C Đường số 13, Khu phố 4, Phường Linh Xuân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312472801,23/09/2013,0933035439,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-hoang-bao-tran-com-205.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-hoang-bao-tran-mst-0312472801.html,2024-08-10 21:32:16
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG THI NGUYỄN,"A606 Cao ốc Phú An, đường Lê Thị Riêng, phường Thới An, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312472791,23/09/2013,,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-xay-dung-thi-nguyen-com-206.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-xay-dung-thi-nguyen-mst-0312472791.html,2024-08-10 21:32:23
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ AN NHIÊN,"22 Nguyễn Văn Huyên, Phường Tân Thành, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312472784,23/09/2013,,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-an-nhien-com-207.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-san-xuat-ton-an-nhien-mst-0312472784.html,2024-08-10 21:32:31
CÔNG TY TNHH INFINITE GROWTH VIỆT NAM,"Số 35/6, Đường D5, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312472777,23/09/2013,0835127038,,,,Giáo dục khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-infinite-growth-viet-nam-com-208.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-infinite-growth-viet-nam-mst-0312472777.html,2024-08-10 21:32:34
CÔNG TY TNHH THƯƠNG MẠI SK & SON,"43/14/54 Cộng Hòa, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312472738,23/09/2013,39482652,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-sk---son-com-209.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-sk-son-mst-0312472738.html,2024-08-10 21:32:42
DOANH NGHIỆP TƯ NHÂN VÀNG TRANG SỨC HỒNG ĐỨC,"381 Nguyễn Duy Dương, Phường 04, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312472720,23/09/2013,38349770,,Doanh nghiệp tư nhân,,,https://hosocongty.vn/doanh-nghiep-tu-nhan-vang-trang-suc-hong-duc-com-210.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-vang-trang-suc-hong-duc-mst-0312472720.html,2024-08-10 21:32:50
CÔNG TY TNHH LIỆU PHÁP HUY HOÀNG NHẬT BẢN,"9-11-13-7/17 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312472713,23/09/2013,,,,,Bán buôn tổng hợp,https://hosocongty.vn/cong-ty-tnhh-lieu-phap-huy-hoang-nhat-ban-com-211.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-lieu-phap-huy-hoang-nhat-ban-mst-0312472713.html,2024-08-10 21:32:55
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU THÉP VIỆT,"12 Mai Hắc Đế, Phường 15, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",0312472706,23/09/2013,0906889023,,,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-thep-viet-com-212.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-thep-viet-mst-0312472706.html,2024-08-10 21:32:59
